id,user,date,timestamp,commentText,likes,hasReplies,numberOfReplies,replies.id,replies.user,replies.date,replies.timestamp,replies.commentText,replies.likes
UgzjnCjTUEHuAhgq95N4AaABAg,Richard Mullins,3 months ago,1558533738517,Osama ain't dead,0,false,0,,,,,,
UgxRbQ9R27ZLr-yRiip4AaABAg,divyanshu maru,3 months ago,1558533738530,2:35 why's there an INDIAN ARMY OFFICER shown wit no context? while  thing there talked about is PAKISTANI MILITARY INTELLIGENCE... Please try to take care of these little details,0,true,1,,,,,,
,,,,,,,,UgxRbQ9R27ZLr-yRiip4AaABAg.8uRcr3LOp1K8ym_1ZnvGxw,Anton Nb,3 days ago,1566223338793,No one give a damn,0
UgyCmwzp29uJaOqYpvN4AaABAg,random gamer 19012,4 months ago,1555941738533,This is Bullshit,0,false,0,,,,,,
UgyFjptFvF9o8s46MlF4AaABAg,epic khan,4 months ago,1555941738535,"Being pakistan I know that it was planned by CIA and ISI because if isi didn't agree pakistan would be put in black list. My friend working in isi said that the man was not osama bin laden, he was a poor old villager and he was brought there by force. When the seal team saw him, they realized that he was not osama because he was acting like an agnorant person, so they were ordered to kill him and throw him into the sea before the world realize that.",0,false,0,,,,,,
Ugx6TdfecOoFX18u7kF4AaABAg,Giorgio Tsoukalos,4 months ago,1555941738537,"You lost me at ""Bin Laden knocked down the twin towers"". 👎",0,false,0,,,,,,
UgzYwnkoBqG59S5QzKR4AaABAg,SPANKSY THE PAWNSTAR,4 months ago,1555941738539,"nobody killed ossama obama he is still heath ledger death faker and race war instigator
https://www.youtube.com/watch?v=gUiCk2YSegc

its easy to start a race war if you pretend to be a black man and you are a white actor like heath ledger
https://www.youtube.com/watch?v=b8MsujutmjY

is that why there is a new 911 grand jury coming?
https://www.youtube.com/watch?v=bwPXPrutaDc",0,false,0,,,,,,
UgxnvgihVbH7Mst77QN4AaABAg,DENNISORONO,4 months ago,1555941738540,I see why Obama is famous 😁,0,false,0,,,,,,
UgzvLgeZniUBiKCYRYp4AaABAg,nq983p,4 months ago,1555941739877,"The man they killed in Abottabad was Ahkbar Khan. But one of Osamas sons were killed, who rented from Ahkbar. Osama died 2001-2002 from kidney failure.",0,false,0,,,,,,
UgwDr_vf0Cc2yeXGtl14AaABAg,Mirna Gutierrez,5 months ago,1553263339879,"Ago UNA pregunta para esta estacion de publicidad la dual se dedica a transmitir las noticias tan personals del pais de usa..estados unodos de america..que hasen los hindianos de otro continente dando infiormacion en Los estados unidos de las desgravias susedidas de este pis..que pasa HAY que rebajarse ante medios DE comunicacion PARA que los medios MAS CONTROBERTIDOS Y FAMOSOS EXTRABAGANTES Y TERRORISTAS DE U.S.A..QUE QUE ESCONDES AMERICA..RECUERDA QUE PRONTO SERA MEXICO..Y ARE QUE SE HAJA JUSTICIA DIVINA NO IMPORTA EN QUE PAIS DEL MUNDO SE BALLAN A ENCONTRAR O A ESCONDER..PERO ESTARE SEGURA QUE A SI COMO HASEN CONTRATO DE CANALES DE COMUNICACUON PARA LAS NOTICIAS O DESGRASIAS QUE HAN COMETIDO PARTIDOS POLITICOS CORRUPTOS DUEÑOS DE TODO TODO TODO TODO SISTEMA RADIO FUSORA TELEVISORAS Y TODO TIPO DE COMUNICASION POR LA  CUAL ESCUHA LA HUMANIDAD EL PUEBLO Y SE QUE NO TODO EL MUNDO EN PARYES NO SE LLEGA LA COMUNICACION DE ESTE TIPO DE CIRCOS DE AFICIONADOS..ESTUPIDO ES MAS EL QUE QUIERE TAPAR  LOS CRIMENES..ES MAS Y MUCHO MAS FACIL SABER Y EL PODERSE DAR CUENTA DE LA FORMA O MANERA PLANES E IDEAS PLANEAFAS PARA QUERER TRATAR DE ESCONDER LO QUE A QUI MISMO SE ESTA PONIENDO COMO SILU PROPIO CULPABLE INTELECTULA DE LOS PASADOS .Y QUE SIGIEN PASANDO HASTA EL DIA DE HOY DE NOCHE DE TARDE Y HASTA ANTES DE QUE SE META EL SOL..Y CLARO QUE NI LAS RINIEBLAS TESPETAN LES VALE MADRE SER TAN PENDEJOS E IGNORANTES..NI TODOS SOMOS IGNORANRES..OOR EJEMPLO YO..INVITAME ABRIR EXPEDIENTES DE LOS ATENTADOS TERRORISTAS DE LOS QUE POR MEDIO DE ESTA COMPAÑIA DE CONUNICACION ESCONDE LO QUE CON USTEDES SOLO SE DISFRASA..NO NESECITO MIRAR DE QUE MASCARA O DISFRAS ES POR EL CUAL OCULTAN LA VERDAD..DE LO QUE HAN ECHO. U.S.A.
SERA MEXICO PRONTO..Y SE ENCARGARA DE ABRIR Y DE REABRIR TODP CASO DONDE YA SEA  POR TERRORISMO OMICIDOO VIOLACION A LOS DERECHOS UMANOS Y A TODA NACION..EN ESPECIAL PARA LOS PAISES ARABICOS QUE SON ESOS PAISES A DONDE AMERICA EXOTA SUS NUEVAS BOMBAS LAS CUALES NO SON PERMITODAD POR LA CAMARA DE SEMADORERS GOBERNADORES NI SIQUIERA LA ONU....O ...ONNU..
NAVION DE LAS NACIONES UNIDAS..SE QUE AMERICA PRONTO CALIFORNI Y TEXAS..SERA DE MEXICO Y POR LO TANTO LES ACLARO QUE DIOS DIJO QUE TODO REGRESAR como ErA antes y antes hoy y despues Y siempre sera MEXICO...Y COMO LA TIERRA NO FUE QUIEN ABRIO IN SIERTO TIPO DE VOLCAN  PARA QUE TODO LOS PUEBLOS DE MECICO PUDIERAMOS ESCUCHAR QUE LA TIERRA ERA BENDIDA A EMIGRANTES INGLESES Y DE ITROS PAISES BRITANICOS  TIDO LO QUE LES PARESGA RASA GUERA BLANCA Y EN ESPECIAL GABACHOS..
FURON PERSONAS QUIENES SE DIERON ABRASOS BESOS Y MUCHOS BESOS ..MAS NUNCA BAJO DEL CIELO UN ANGEL QUE DIERA FE Y TESTIMONIO DE QUE SE UBIESE DICHO QUE DIOS LES MANDABA EL CONTRATO DE COMPRA Y VENTA DE LA CREACION QUE FUE SOLO Y NADA MAS QUE DIOS Y ES EL UNICI AUTENTICO DUEÑO DE NUESTRO PLANETA TIERRA.",0,false,0,,,,,,
UgwvzFK1A_DLZeJnrZZ4AaABAg,Mirna Gutierrez,5 months ago,1553263339880,"YO fui mujer de HISHAM MASHLI TAHER SALAH...Y EL ES ARABE DE YEMEN..Y ESTUVE CASADA CON UN SARGENTO DEL ARMY..YO PREGUNTE AL SARGENTO RUBEN GARCIA LERMA..QUIEN TUMBO LAS TORRES GEMELAS..EL EX PRESIDENTE BURCHS Y ASAMA BID LADEN..BURCH TENIA BISNES EN AMERICA CON HOSAMA  BIN LADEN..Y LA BERDAD NO LO CREO..POR QUE BURCH MATO A SADAM HUSEIN..POR QUE SI NO LOGRABA EL PODER ENGAÑAR A TODO EL MUNDO DE QUE TODO ATAQUE TEREORRISTA ES PLANEADO POR AMEEICA Y POLITICOS DE EUROPA Y PARA CERRAR CON BROCHE DE ORO
ARABES PARRICIPAN CON AMERICA USA SON PARTISIPES DE COPERAR A LAS ASAÑAS TERRORISTAS POR AMERICANOS EUROPEOS Y ARABES..SADAM HUSEIN FUE TRAICIONADO POR LOS ARABES QUE TRABAJAN PARA AMERICA..Y OSAMA BIN LADEN E IGUAL DUE TRAICIONADO POR SUS ARABES QUE DAN INDORMACION A AMERICA..MAS ESTOS DOS EJEMPLARES ARABES EX PTESIDENTES JAMAS FUERON TRAICIONADOS POR SUS FAMILIAS FUERON TRAICIONADOS POR EL GRUPO POLITICO QUE RESPALDABA O MAS VIEN TRAICIONABAN A ESTOS DOS DIFUNTOS ARABES MUSULMANES EX PRESDENTES..",0,false,0,,,,,,
UgzFZ87qzs11hoJFu2Z4AaABAg,Kris Planker,5 months ago,1553263339882,"No way. Pakistan is a sponsor of terror, and there is zero evidence of the raid's success. Nobody believes they got him, and the 2012 polls you cited are as bogus as the 2016 polls. People just didn't like Romney, he was a bad candidate. The story changed because it's a lie. If Bin Laden is anything more than an actor, he lives on, under the name Abe Bakr Al Baghdadi, leader of the trounced terror group ISIS.",0,false,0,,,,,,
UgzOI1gJlpFgVpGucNd4AaABAg,whatthe,5 months ago,1553263339884,"No footage from body cams and no dead body, seem like the same story as the WMD in Iraq.",26,false,0,,,,,,
Ugzvi-d5NeWKdCLmh2J4AaABAg,Tana Nata,6 months ago,1550844139886,OSAMA IS OBAMA,0,false,0,,,,,,
Ugz9GjK_ASSx8iNR1zF4AaABAg,FeckNotoriusKing CanadasHeel,6 months ago,1550844139888,rip osama,0,false,0,,,,,,
UgzLAut1ZVifdqZDPCJ4AaABAg,Vaishnavi Sawant,6 months ago,1550844139890,No everyone knows pak is not that smart,0,true,1,,,,,,
,,,,,,,,UgzLAut1ZVifdqZDPCJ4AaABAg.8rQ8bGiUxED8t9DFrWyzrG,Stale Buns,4 months ago,1555941740254,No I’m sure it’s only you randians with your yee yee ass names,0
Ugwr0MVD1N-WVEipn8d4AaABAg,Tyfoid Mary,6 months ago,1550844139892,He is not dead!,0,false,0,,,,,,
UgwWYDnycaardDWWhXh4AaABAg,light games,6 months ago,1550844139894,"9\11 is not osama plans, but its america plans to go into midle east to get a resource, fucking america",0,false,0,,,,,,
UgxZKkTXOt8r6GcQsSx4AaABAg,Christopher,6 months ago,1550844139896,"No body no prove ... agree! Just like Jesus..! No body, no Jesus. The Bible is fake, BS. And the Quran is also fake and BS. Both Quran and bible mentioned Jesus.!",0,true,1,,,,,,
,,,,,,,,UgxZKkTXOt8r6GcQsSx4AaABAg.8qXABA2Kuqs8t9DK6ssXms,Stale Buns,4 months ago,1555941740275,"Quran only mentions Jesus, it provides all other proof",0
UgzUSHrftdOEEx6LQfJ4AaABAg,Montero Club,6 months ago,1550844139899,Theyre making the muslim countries that are against them look bad,1,false,0,,,,,,
Ugzw92pHrkWn_XTI6dJ4AaABAg,ThanatosXRS,7 months ago,1548165739901,"Was bin laden even a real person? He seems like a character made up by a intelligence agencies. Saudi,american or israel",0,true,1,,,,,,
,,,,,,,,Ugzw92pHrkWn_XTI6dJ4AaABAg.8pzwX34Zd278qNCvQKamm6,THE MVP,7 months ago,1548165740279,He's made up,0
UgyFfp61eGXkxFVeWNF4AaABAg,Randall Lannon,7 months ago,1548165739904,"Me, He was standing outside a 7 11 and i ran him over and he cried like a bitch!!!!",0,false,0,,,,,,
UgxgskzK9EKi7Kk8_qZ4AaABAg,blacksunshine1661,7 months ago,1548165739906,Rubbish....,0,false,0,,,,,,
UgyX1H3IpBsENL_l-pp4AaABAg,Desmond Huggins,7 months ago,1548165739907,Bin laden is not dead it's a setup like 911,0,false,0,,,,,,
UgwsaG5L_nKyelQfiVx4AaABAg,Robert Page,7 months ago,1548165739909,"Let's wake and smell the coffee, gang.!  There are a NUMBER of ""alphabet letter"" intelligence agencies.  THEIR very existence is to use every method of lying and deception imaginable. Politicians, corporations from BOTH sides employ them for ""secret"" missions. These missions line SOMEONE'S pocket, or ""grease the skids"" for SOMEONE's re-election or takedown of SOME country's leader, (for the purpose of land and resource exploitation or STRAIGHT theft !  Understand and ""do YOUR homework""), and you WILL understand that these decisions are made, so that one (or all) of the ""SEVEN SISTERS"" will maintain ABSOLUTE POWER and DOMINANCE ! That being said..the ""killing of BIN LADEN"" is pure hogwash, and an example of ""sloppy cover-up""..No SOLID independent reporters, photos, decent video angles, forensic personnel, or doctors were allowed into the SECRET ""body Identification"" autopsy area. ASK yourself WHY ?  If you are NOT lying to the public, WHY quickly dump the ""body"" into the sea ? Lots of trickery and smoke screens MUST be implemented to ""get the job done"" without the average toothless huckleberry's knowledge !!  All in all these ""tricks"" may actually keep the country from being thrown into total meltdown...or attack by unseen hostile forces.  All us poor slobs can do is pray..",0,false,0,,,,,,
UgxKftiruouAmarMNbN4AaABAg,Future King,7 months ago,1548165739911,Robert O’Neil I think killed him he wrote the book the operator,0,false,0,,,,,,
Ugx-ncI2uvweyzPinyt4AaABAg,pmun tsi,7 months ago,1548165739913,2:33 thats indian...,0,false,0,,,,,,
UgzGgnn0TM8cXJHnBrB4AaABAg,J P,7 months ago,1548165739915,Osama Bin Laden was a Jewish lie to cover up the fact Jews did 9/11. Jews are the problem and always have been.,0,false,0,,,,,,
UgyPfawiEnk7YVlumPx4AaABAg,Nawaz Khan,7 months ago,1548165741281,I can't believe may be dei but they can't kill him,0,false,0,,,,,,
Ugx7bfW_QGyYAIC-WkF4AaABAg,Wade Randall,7 months ago,1548165741283,"Where is the prof that he was killed ?  he had 22 men that looked like him .   Like the World  Trade  Center . .  Why was the White House ,  hit in stead of the pentagon . Look at what started  world was  2   in Pearl Harbor .  The needed the approval of the people to get into the war .   It's is not the people other countries hate it is the ones that runs the government  and the ones that tell them what to do .",0,false,0,,,,,,
Ugw8ge6v9NSDiGqoSQN4AaABAg,Sun Kem,7 months ago,1548165741285,"This is what I think, Bin ladden is in Israel living as a rabbi, LMAO!",19,false,0,,,,,,
UgwrLlFToV4zco9Ye4l4AaABAg,Yoboydrew,7 months ago,1548165741287,He was fbi agent just throwing it out there,0,false,0,,,,,,
UgzWXeX_Vuzc3TfFSeV4AaABAg,FratBoy Jim,8 months ago,1545487341288,Hitler killed bin Laden you all need to wake up!,0,false,0,,,,,,
UgydTgbU5-osRRrgYsp4AaABAg,Azelio Azrael,8 months ago,1545487341290,This is not true? We're is the Ben ladin? HE not die.,0,false,0,,,,,,
UgyCtb3yxxFHR-KHkjF4AaABAg,Octavio Garcia,8 months ago,1545487341292,And the last two years what I move to Texas I was feel like I'm going to die. You want to kill me but not right now I'm already talked to I don't need you to tell you who with who I'm talking before so but I'm pretty sure and I bet you you're not even know who I am so be careful,0,false,0,,,,,,
UgxeZ2z8iVP3Btw8Gup4AaABAg,Islamic state salfi mediya,8 months ago,1545487341293,Osama Duniya ka sab see beda mukhlis mujahdeen mee see ik hee orr umeed hee Osama zinda hoga inshallah muslmanoo ka hero hee usama bin ladin,0,false,0,,,,,,
UgzkZ5uZRWn9dmFsqI14AaABAg,Adam100A,8 months ago,1545487341295,"I got a question. How an they legally just kill him? Why not try to arrest him? I'm not saying I'm not extremely happy his goat lovemaking ass got killed, but I'm just asking how they could do that legally.",0,false,0,,,,,,
UgzyDTcqPT_wo42hBLd4AaABAg,Beasty BD's Lover M.Ahmed,8 months ago,1545487341297,Stop fucking around with fucking fake news.....when you don't know anything then stay shut up......the engineer checked the twin tower and said only 20 years left for twin tower to be old enough to drop down...and white house planned to do so and blame on Bin Laden and US government made a lot money out of the Publics of US or else if they would broke it just like that the US government wouldn't be able get that momey out of the publics by begging the publics......so plz shut the fucking hell up.....and they gave a bad name to the Muslim people and Islam....and they made all Muslim prople FUCKING TERRORIST.......I hope you all understand the truth....I am sorry for using my bad side......!!!!,0,false,0,,,,,,
UgwFMYSj3J0d6ds9krB4AaABAg,Daniyal Ali,8 months ago,1545487341299,American are the biggest tourist,0,false,0,,,,,,
Ugw0PIaSpII4w7GxInZ4AaABAg,Syed Nong Idraqi Dyahabudin B Syed Sarezal,8 months ago,1545487341300,Osama is in US with the CIA palace with a few haarums . The muslim countries where he appeared ofcouse secretly sent by CIA would be termed as terrorists and US AND NATO countries invaded that countries.,0,false,0,,,,,,
UgwdQT-xsTGWkLHP9iB4AaABAg,I. Army,8 months ago,1545487341302,May Mu HAMMM ed pi ss upon bin laden an his children for years to come......,0,false,0,,,,,,
UgwBPMvVbrSx76e7Jz54AaABAg,Henk van der Laak,8 months ago,1545487341304,"The biggest question is of course, how did Osama manage to become the first black president of the USA?",0,false,0,,,,,,
UgwFYr93luZFzoMgNVp4AaABAg,Art of the Cheeki Breeki,8 months ago,1545487341305,"obama is osama, look at those earlobes... illuminati cuntfirmed",0,false,0,,,,,,
UgwRTTsGO_Fq8mFMFRV4AaABAg,7 West,8 months ago,1545487341307,"You Can Run But You Can't Hide ! Dust Bin Laden thought he ll run the heavy seals , he failed even to fire a single shot . He died coldbloodedly as if he was not the true leader .Long Live The NAVY SEALS !!",0,false,0,,,,,,
Ugz9j5Ih5udL1IPUJER4AaABAg,Marley Elias,8 months ago,1545487341309,About inside,0,false,0,,,,,,
Ugzbst4qBIx0KkugbJV4AaABAg,Leigh Alexander,8 months ago,1545487341311,Obama is Osama,0,false,0,,,,,,
UgxG9t-wRvZ3Ib0qq9F4AaABAg,Aayan Osman,8 months ago,1545487341312,He work for them tmdud they think we are children,0,false,0,,,,,,
UgzrH6ohMuMSdy1Ji3l4AaABAg,Aayan Osman,8 months ago,1545487341314,What a shit and what fuck a lare,0,false,0,,,,,,
UgzOqMtyYNNQ6rEEoxB4AaABAg,Saboor Shirzad,8 months ago,1545487342233,"Fucking stupid 
He hasn’t died 
He is still alive 
And live in USA after he finished his job in fucked up Afghanistan",0,false,0,,,,,,
UgyOJNWz3B77XSQV7fB4AaABAg,Charles Velten,8 months ago,1545487342235,FUNNY HOW EVERYTHING IN THE LAST 10 YRS ( WITH THE CLINTONS ITS MORE LIKE 30 ) IS DESIGNED TO PROTECT OBUMMER AND SCHRILLARY. ESPECIALLY BY THE DC DEEPSTATE SWAMPERS AND THE MEDIA !,0,false,0,,,,,,
Ugz-H1qN6_8hRy2S6Hd4AaABAg,abraham hashimi,8 months ago,1545487342236,Osama I still is Alive,0,false,0,,,,,,
Ugx9wdvblxHW2o-e4z94AaABAg,Mr khan,8 months ago,1545487342238,Total fake 😂,0,false,0,,,,,,
Ugz39Ac_Z7ZRizAk5fx4AaABAg,calon preman,8 months ago,1545487342240,Fake,0,false,0,,,,,,
UgzDmzfcBI3-1vFHA8F4AaABAg,Extraordinarily Basic,8 months ago,1545487342242,"Theories aside, I think this is proof we should never help Pakistan again. They played both sides through this, and we still send them aide every year. I'm glad Trump cut that aide to a fraction of what it used to be. Fuck Pakistan",0,true,1,,,,,,
,,,,,,,,UgzDmzfcBI3-1vFHA8F4AaABAg.8oln8zfNYTm8r06V2QaCxR,Stale Buns,6 months ago,1550844142530,You should never help Pakistan? Dafuck? Piss of ya dirty Indian,1
Ugys5oeAroNU-qDZSpt4AaABAg,Sipho Mchunu,8 months ago,1545487342244,if Osama was killed.why they never showed his body like they did to Sadam and Gaddafi.fake news they killed him not.these are liars,0,false,0,,,,,,
UgxVoj4K-_YvnuQ5pXl4AaABAg,Somaliland SNM nationalist hanoolato Innp,8 months ago,1545487342246,Jihad is here to stay motherfuckers evil Jews and  Nazi Christian  💀💀💀💀you’re time up all your money and power you still can’t defeat us This will go on for thousands of years and we will win as Islam ❤️❤️❤️❤️is all spread very fast around the world and your birth is declining 🙀😱,0,false,0,,,,,,
UgwNdrim1jFrbVXicy14AaABAg,Muhammad Hussain,8 months ago,1545487342248,Fake no evidence showing just drama for elections winning,0,false,0,,,,,,
UgwJVCxTwZOFg3N96FJ4AaABAg,LeoKing 2002,8 months ago,1545487342250,You know when Cia makes stupid groups like isis and a director of them just to crash islam are some bullshit failiure osama is still alive and works for the cia.America will never have a serious president until Cia is destroied.,1,false,0,,,,,,
UgxwGQ9Wvo7rAW4aB2J4AaABAg,Tylos,8 months ago,1545487342252,This horrid video is a lie,0,false,0,,,,,,
Ugy0CwgxED3zx9AkFNB4AaABAg,Brett Kavanaugh,8 months ago,1545487342254,I did,0,false,0,,,,,,
Ugx7BlOnWggoiS5bC4V4AaABAg,Stephen M,8 months ago,1545487342255,Can't believe he's dead nearly 8 years,0,false,0,,,,,,
UgyeITyvDHLdTydpbWF4AaABAg,Muskeen Aziz,8 months ago,1545487342257,Fuck america motherfucker totally fake drama.,0,false,0,,,,,,
UgwqBf4IoaBuDDHIDhh4AaABAg,ZauBär er,8 months ago,1545487342259,Is he even dead?,0,false,0,,,,,,
UgxL1Gz24sU3HsZyvZ54AaABAg,Lanwarder,8 months ago,1545487342261,Ohhhh some guy said something and he wrote over ten thousand words!!!??!!! Must be true then.......let's whine about not being advertiser friendly now...,0,false,0,,,,,,
UgwWG4ZYtK4psc3ntdN4AaABAg,Candy Haro,8 months ago,1545487342263,They got him finally my time to get revenge lets get revenge like if you agree,1,false,0,,,,,,
UgxoMXU65hEQMdCze_14AaABAg,Adrian The Master,8 months ago,1545487342264,If Osama Bin Laden made al-Qaeda how come he was never in September 11 and the other attacks,0,false,0,,,,,,
UgzZzCttHSM4nANf3oF4AaABAg,Anham Mukhtar,8 months ago,1545487342266,Either he died of a illness or he’s still alive chilling after the Americans paid him off for using his name to create war for oil,0,false,0,,,,,,
Ugy4LqVEKLgQH0U8ddl4AaABAg,Anham Mukhtar,8 months ago,1545487342268,"He is not dead, my parents where on holiday in Pakistan in abbotabad which is the frontier of Pakistan. The camps are not too far from their relatives house and they only heard a light bang! No gun shots and the next day the area was normal just a few reporters about that’s it. Lol",0,false,0,,,,,,
UgxgS2Qg-RDt-d2DOXZ4AaABAg,Rabi Barman,8 months ago,1545487343492,pakistan supports terrorism no doubt ....,0,false,0,,,,,,
Ugyvrs9K3BzgA2A6qj54AaABAg,mayur menon,8 months ago,1545487343494,"How did Saddam's pics surface all over the place then??? Both in captivity and dead.... No proof means no reason to believe the Seals killed him. PERIOD. 
Of course Osama is dead but he was dead long before this operation !!!",0,false,0,,,,,,
UgzlHEkChj0_mXo5rBZ4AaABAg,james solis,8 months ago,1545487343496,...no one killed this ghost,0,false,0,,,,,,
UgziWc_T9AWAc1m69Yp4AaABAg,keshihead85,8 months ago,1545487343498,"the americans funded, armed and trained bin laden to fight the russians, then in the afghan war the special forces on the ground admit they were ordered to let him go after cornering him",0,false,0,,,,,,
UgwyfE2bwrS5TlO-wVh4AaABAg,RST Sport,8 months ago,1545487343500,"No one,,,,,,wake up world,,,,,,everyone grounded,,,,,,,,larden family flew,,,,,,courtesy of the bushes..love to all humanity.",0,false,0,,,,,,
